row ID,Molecule,Molecule name,Mannhold LogP,Atomic Polarizabilities,Aromatic Atoms Count,Aromatic Bonds Count,Element Count,Bond Polarizabilities,Bond Count,Eccentric Connectivity Index,Fragment Complexity,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Largest Chain,Largest Pi Chain,Petitjean Number,Rotatable Bonds Count,Lipinski's Rule of Five,Topological Polar Surface Area,Vertex adjacency information magnitude,Molecular Weight,XLogP,Zagreb Index,Molecular Formula,Formal Charge,Formal Charge (pos),Formal Charge (neg),Heavy Atoms Count,Molar Mass,SP3 Character,Rotatable Bonds Count (non terminal)
Row91,O=C1c2c(O)cccc2[C@](O)(C)[C@@H]3C1=C(O)[C@]4(O)C(=O)C(=C(O)[C@H]([C@@H]4C3)N(C)C)C(=O)N,C22H24N2O8,2.78,63.339032,6,6,56,30.430968,35,582,2489.1,399.965950081091,9,6,3,12,0.454545454545455,10,1,181.62,6.12928301694497,444.153265728001,0.219,186,C22H24N2O8,0,0,0,32,444.435413655782,0.160714285714286,2
Row92,O=[N+]([O-])c1c(c([N+](=O)[O-])cc(c1)[N+](=O)[O-])C,C7H5N3O6,1.24,23.765965,6,6,21,9.234035,16,158,201.09,176.284781004134,0,0,3,15,0.333333333333333,7,0,129.42,5,227.01783488,1.924,78,C7H5N3O6,0,3,-3,16,227.131394233169,0.0476190476190476,3
Row93,c1(ccccc1)C,C7H8,2.23,17.654344,6,6,15,8.745656,7,45,183,98.4625162786668,0,0,0,6,0.25,1,0,0,3.8073549220576,92.062600256,2.459,30,C7H8,0,0,0,7,92.1386773081223,0.0666666666666667,0
Row94,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)(C)CC1,C19H28O2,3.33,53.714204,0,0,49,31.567796,24,349,2284.02,300.06186778859,2,1,0,4,0.5,3,0,37.3,5.58496250072116,288.208930136001,3.635,126,C19H28O2,0,0,0,21,288.425133001233,0.326530612244898,0
Row95,O=c1n(c2ncn(c2c([nH]1)=O)C)C,C7H8N4O2,1.57,23.658344,9,10,21,16.601656,14,123,328.06,145.037093110856,1,1,0,11,0.5,2,0,72.68,4.8073549220576,180.064725496,0.85,70,C7H8N4O2,0,0,0,13,180.164299991405,0.0952380952380952,0
Row96,O=C(O)[C@@H](N)Cc1ccc(O)cc1,C9H11NO3,2.01,26.680723,6,6,24,12.323277,13,157,420.04,167.78546713945,3,3,4,7,0.5,6,0,83.55,4.70043971814109,181.073893212,-1.785,60,C9H11NO3,0,0,0,13,181.18888935292,0.0833333333333333,3
Row97,O1c2c(OC)ccc3c2[C@@]45[C@@H]1C(OC)=CC=C4[C@H](N(C)CC5)C3,C19H21NO3,3.11,50.948653,6,6,44,30.685347,27,352,1798.04,288.683019894118,2,0,2,8,0.444444444444444,5,0,30.93,5.75488750216347,311.152143532001,1.642,140,C19H21NO3,0,0,0,23,311.375655859058,0.204545454545455,2
Row98,O=C(N)N,CH4N2O,1.24,7.429172,0,0,8,4.010828,3,9,37.03,53.9997317427612,3,2,3,4,0.5,0,0,69.11,2.58496250072116,60.032362748,-1.686,12,CH4N2O,0,0,0,4,60.0553102537326,0,0
Row99,O=C1NC(O)NC=2C1=NC(=O)N2,C5H4N4O3,1.24,18.273172,0,0,16,10.248828,13,116,157.07,130.135350559684,7,3,0,10,0.5,1,0,103.15,4.70043971814109,168.028339988,-1.6,64,C5H4N4O3,0,0,0,12,168.110470110095,0.0625,0
Row100,O=C1O[C@H]([C@@H](O)CO)C(=C1O)O,C6H8O6,1.46,20.706344,0,0,20,11.619656,12,109,268.06,147.444350556967,6,4,4,7,0.5,6,0,107.22,4.58496250072116,176.032087976,-0.178,58,C6H8O6,0,0,0,12,176.124370976751,0.15,2
Row101,S(=O)(=O)(N1CCN(C)CC1)c2cc(-c3nc(=O)c4n(C)nc(c4[nH]3)CCC)c(OCC)cc2,C22H30N6O4S,2.67,71.4317899999999,15,16,63,50.06621,36,803,3300.11,419.037566869914,6,1,3,21,0.466666666666667,11,0,121.8,6.16992500144231,474.204924440001,3.108,178,C22H30N6O4S,0,0,0,33,474.578336289641,0.174603174603175,7
Row102,O=C1[C@]2([C@@H]([C@@]3(OC(=O)C)[C@H](OC3)C[C@@H]2O)[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@@H](C(=C([C@H]1OC(=O)C)C5(C)C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C,C47H51NO14,4.98,129.054443,18,18,113,71.741557,68,2007,10379.15,794.149120014154,15,4,7,9,0.473684210526316,23,3,221.29,7.08746284125034,853.330955312001,2.962,346,C47H51NO14,0,0,0,62,853.907937787159,0.185840707964602,14
Row103,[O-][N+]#N,N2O,1.13,3.002,0,0,3,0.298,2,6,2.03,34.0672884160945,1,0,3,3,0.5,0,0,51.21,2,44.00106262,-0.095,6,N2O,0,1,-1,3,44.0128113416414,0,0
Row104,O=C(O)c1cnccc1,C6H5NO2,1.79,16.597965,6,6,14,7.744035,9,69,124.03,107.107286561289,3,1,3,9,0.4,2,0,50.19,4.16992500144231,123.0320284,0.385,40,C6H5NO2,0,0,0,9,123.109632212032,0,1
Row105,n1cc(ccc1)[C@H]2N(CCC2)C,C10H14N2,2.34,29.135102,6,6,26,18.604898,13,124,597.02,159.9875318718,2,0,0,6,0.5,2,0,16.13,4.70043971814109,162.115698448,1.13,60,C10H14N2,0,0,0,12,162.231935935513,0.192307692307692,1
Row106,P(=O)(Oc1c2c([nH]cc2CCN(C)C)ccc1)(O)O,C12H17N2O4P,2.01,41.493481,9,10,36,31.578519,20,275,1027.07,236.031202632978,4,3,4,14,0.444444444444444,9,0,95.6,5.32192809488736,284.092593654,0.206,98,C12H17N2O4P,0,0,0,19,284.248611330844,0.111111111111111,5
Row107,n1c(N)c2N=C[N]c2nc1,C5H4N5,1.46,16.967172,6,6,14,8.992828,11,79,135.05,92.9614306661669,5,1,0,10,0.25,1,0,64.16,4.4594316186373,134.046670128,-0.882,52,C5H4N5,0,0,0,10,134.118958534423,0,0
Row108,n1c(N)c2nc[nH]c2nc1,C5H5N5,1.46,17.633965,9,10,15,9.426035,11,79,166.05,92.9614306661669,4,2,0,10,0.25,1,0,80.48,4.4594316186373,135.05449516,-0.337,52,C5H5N5,0,0,0,10,135.126899288249,0,0
Row109,O=C(O)C1NCCC1,C5H9NO2,1.68,17.505137,0,0,17,11.456863,8,51,233.03,108.620678037822,3,2,3,3,0.5,2,0,49.33,4,115.063328528,-0.185,36,C5H9NO2,0,0,0,8,115.130659330547,0.235294117647059,1
Row110,O=c1[nH]c(=O)cc[nH]1,C4H4N2O2,1.46,13.511172,6,6,12,7.608828,8,54,88.04,97.0485362185224,0,2,0,8,0.25,0,0,65.72,4,112.027277368,-0.179,36,C4H4N2O2,0,0,0,8,112.086922871666,0,0
Row111,[Pb](N=[N+]=[N-])N=[N+]=[N-],N6Pb,0.69,13.4,0,0,7,11.4,6,54,6.07,#NUM!,4,0,7,3,0.5,2,0,24.72,3.58496250072116,291.9950961,1.072,22,N6Pb,0,2,-2,7,291.257126905216,0,2
Row112,O(c1c(OC)cc(CCN)cc1OC)C,C11H17NO3,2.23,34.201481,6,6,32,23.672519,15,177,814.04,205.013895091983,1,1,3,9,0.375,9,0,53.71,4.90689059560852,211.120843404,0.779,68,C11H17NO3,0,0,0,15,211.258005669451,0.15625,5
Row113,N#C,CHN,1.46,3.526793,0,0,3,1.753207,1,2,2.01,31.5762861332334,1,0,2,2,0,0,0,23.79,1,27.010899032,-0.357,2,CHN,0,0,0,2,27.0253798576498,0,0
Row114,O=[N+](OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],C5H8N4O12,0.25,28.158344,0,0,29,16.153656,20,252,364.16,233.960308266333,0,0,9,4,0.5,16,1,209.48,5.32192809488736,316.013871696,1.386,92,C5H8N4O12,0,4,-4,21,316.136877473523,0.172413793103448,12
Row115,Clc1cc2N=C(N3CCN(C)CC3)c4ccccc4Nc2cc1,C18H19N4Cl,2.89,50.929067,12,12,42,27.130933,26,397,1519.05,289.401244860701,4,1,0,16,0.5,3,0,30.87,5.70043971814109,326.129824288,3.864,126,C18H19ClN4,0,0,0,23,326.823870871202,0.119047619047619,1
Row116,[Ca+2].O=C([O-])[O-],CO3Ca,1.13,26.966,0,0,5,2.874,3,1705032698,11.04,#NUM!,3,0,3,4,0.999000000999,2,0,63.19,2.58496250072116,99.94733484,-1.192,12,CCaO3,0,2,-2,5,100.086973331485,0,0
Row117,ClCCSCCCl,C4H8Cl2S,1.57,19.634344,0,0,15,11.865656,6,54,154.03,126.671556802733,0,0,7,0,0.5,6,0,25.3,3.58496250072116,157.972376616,2.711,22,C4H8Cl2S,0,0,0,7,159.078429767164,0.266666666666667,4
Row118,ClC(Cl)=O,COCl2,1.24,6.922,0,0,4,1.798,3,9,3.03,62.4283468672944,1,0,3,1,0.5,2,0,17.07,2.58496250072116,97.93261998,1.114,12,CCl2O,0,0,0,4,98.9160159807254,0,0
Row119,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,C15H12N2O2,2.67,38.205516,12,12,31,16.354484,21,250,747.04,227.609156197456,4,2,0,6,0.5,2,0,58.2,5.39231742277876,252.089877624,2.653,102,C15H12N2O2,0,0,0,19,252.26854376694,0.032258064516129,2
Row120,Cl[C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@]2(O[C@H](CCl)[C@H]([C@@H]2O)O)CCl)O[C@@H]1CO,C12H19O8Cl3,1.57,46.745067,0,0,42,27.778933,24,367,1343.11,307.350373725389,8,5,2,0,0.5,13,0,128.84,5.58496250072116,396.014550608,-0.734,120,C12H19Cl3O8,0,0,0,23,397.633757239253,0.285714285714286,5
Row121,Oc1c(O)ccc(c1)CCN,C8H11NO2,2.01,24.118723,6,6,22,11.365277,11,113,374.03,144.335714513822,1,3,3,8,0.428571428571429,5,0,66.48,4.4594316186373,153.078978592,0.651,50,C8H11NO2,0,0,0,11,153.178748528563,0.0909090909090909,2
Row122,O=C1N([C@@H](C*)*)CCC1,C8NO,1.68,#NUM!,0,0,19,#NUM!,10,80,271.04,#NUM!,2,0,4,3,0.4,4,0,20.31,4.32192809488736,#NUM!,0.0149999999999999,46,C6H9NO,0,0,0,10,111.141990299766,0.263157894736842,2
Row123,[OH3+],H3O,1.35,2.802379,0,0,4,0.405621,0,0,9.01,18.6649147517611,0,1,0,0,0,0,0,0,0,19.018389716,-0.467,0,H3O,1,1,0,1,19.0232271890468,0,0
Row124,Clc1sn(C)c(c1)=O,C4H4NOClS,1.46,16.689172,5,5,12,10.010828,8,51,88.04,113.618099838628,0,0,0,6,0.25,2,0,50.24,4,148.970212428,0.724,38,C4H4ClNOS,0,0,0,8,149.599837308283,0.0833333333333333,0
Row125,O1[C@@](O)([C@@H](O)[C@@H]([C@H]1CO)O)CO,C6H12O6,1.46,23.373516,0,0,24,15.034484,12,105,444.06,152.717267958567,6,5,2,0,0.5,7,0,110.38,4.58496250072116,180.063388104,-1.74,60,C6H12O6,0,0,0,12,180.156133992054,0.25,2
Row126,O=C1/C(/Nc2c1cccc2)=C/3\Nc4ccccc4C3=O,C16H10N2O2,2.78,38.63193,12,12,30,14.16807,23,324,709.04,229.912223421723,4,2,0,20,0.444444444444444,0,0,58.2,5.52356195605701,262.07422756,4.108,114,C16H10N2O2,0,0,0,20,262.263398156077,0,0
Row127,O=C(O)[C@H]1NC[C@@H]([C@@H]1CC(=O)O)/C(=C\C=C\[C@H](C(=O)O)C)/C,C15H21NO6,2.34,46.314653,0,0,43,26.491347,22,384,1387.07,306.195596295534,7,4,8,4,0.454545454545455,12,0,123.93,5.4594316186373,311.136887392001,-0.00199999999999997,104,C15H21NO6,0,0,0,22,311.330927054614,0.186046511627907,7
Row128,O1[C@H](O[C@@]2(O[C@H](CO)[C@H]([C@@H]2O)O)CO)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C12H22O11,1.57,44.611446,0,0,45,29.798554,24,367,1610.11,288.087850515773,11,8,2,0,0.5,13,2,189.53,5.58496250072116,342.116211524001,-3.277,120,C12H22O11,0,0,0,23,342.296981548887,0.266666666666667,5
Row129,S(=O)=O,O2S,1.13,4.504,0,0,3,4.196,2,6,2.03,42.0094774587222,2,0,3,2,0.5,0,0,34.14,2,63.96190024,-0.543,6,O2S,0,0,0,3,64.0648948481768,0,0
Row130,O=C1NC(=O)CCC1N2C(=O)c3ccccc3C2=O,C13H10N2O4,2.23,34.95593,6,6,29,17.40407,21,288,619.06,224.134099047645,6,1,0,11,0.444444444444444,1,0,83.55,5.39231742277876,258.0640568,0.257,104,C13H10N2O4,0,0,0,19,258.230000320851,0.103448275862069,1
Row131,O=C(O)O,CH2O3,1.24,5.499586,0,0,6,3.144414,3,9,13.03,49.58666472755,3,2,3,4,0.5,2,0,57.53,2.58496250072116,62.000393924,-0.23,12,CH2O3,0,0,0,4,62.0248321871478,0,0
Row132,P(=O)(O[C@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]([C@@H]1O)OP(=O)(O)O)(O)O,C6H15O15P3,0.14,43.481895,0,0,39,47.460105,24,328,969.18,291.311068487617,15,9,3,5,0.444444444444444,15,2,290.4,5.58496250072116,419.96237967,-7.29,126,C6H15O15P3,0,0,0,24,420.095885491656,0.153846153846154,6
Row133,NCCCCN,C4H12N2,1.68,17.241516,0,0,18,11.798484,5,38,259.02,99.7339176206001,2,2,6,0,0.4,5,0,52.04,3.32192809488736,88.100048384,-0.626,18,C4H12N2,0,0,0,6,88.1516390471335,0.222222222222222,3
Row134,NCCCCCN,C5H14N2,1.79,20.335102,0,0,21,13.984898,6,54,358.02,117.029902246467,2,2,7,0,0.5,6,0,52.04,3.58496250072116,102.115698448,-0.268,22,C5H14N2,0,0,0,7,102.178256451573,0.238095238095238,4
Row135,Oc1nc(O)c2[nH]cnc2n1,C5H4N4O2,1.35,17.471172,9,10,15,8.992828,12,95,146.06,99.5451238591224,3,3,0,11,0.4,2,0,94.92,4.58496250072116,152.033425368,0.825,58,C5H4N4O2,0,0,0,11,152.111065182526,0,0
Row136,O[C@@H]1CC2=CC=C3[C@H]4[C@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C27H44O,4.32,77.6608919999999,0,0,72,48.101108,31,669,4869.01,429.639518094964,1,1,7,4,0.466666666666667,11,1,20.23,5.95419631038688,384.339216028001,9.515,158,C27H44O,0,0,0,28,384.63866730918,0.319444444444444,5
Row137,SCC(N)C(=O)O,C3H7NO2S,1.35,15.551551,0,0,14,10.230449,6,36,127.04,104.894191544489,3,2,5,3,0.5,5,0,102.12,3.58496250072116,121.019749464,-2.575,26,C3H7NO2S,0,0,0,7,121.159391022357,0.142857142857143,2
Row138,SC[C@H](N)C(=O)O,C3H7NO2S,1.35,15.551551,0,0,14,10.230449,6,36,127.04,104.894191544489,3,2,5,3,0.5,5,0,102.12,3.58496250072116,121.019749464,-2.575,26,C3H7NO2S,0,0,0,7,121.159391022357,0.142857142857143,2
Row139,[Na+].N#[C-],CNNa,1.35,26.46,0,0,3,0.66,1,1999999998,5.02,#NUM!,1,0,2,1,0.999000000999,0,0,23.79,1,48.99284328,-0.566,2,CNNa,0,1,-1,3,49.007208383824,0,0
Row140,O=C(NCCC(=O)O)C(O)C(CO)(C)C,C9H17NO5,1.79,32.285481,0,0,32,21.160519,14,193,751.06,213.895296642972,6,4,10,3,0.444444444444444,11,0,106.86,4.8073549220576,219.110672644,-1.343,66,C9H17NO5,0,0,0,15,219.235343731013,0.21875,6
Row141,O=C(NCCC(=O)O)[C@H](O)C(CO)(C)C,C9H17NO5,1.79,32.285481,0,0,32,21.160519,14,193,751.06,213.895296642972,6,4,10,3,0.444444444444444,11,0,106.86,4.8073549220576,219.110672644,-1.343,66,C9H17NO5,0,0,0,15,219.235343731013,0.21875,6
Row142,O=C(NCCC(=O)O)[C@@H](O)C(CO)(C)C,C9H17NO5,1.79,32.285481,0,0,32,21.160519,14,193,751.06,213.895296642972,6,4,10,3,0.444444444444444,11,0,106.86,4.8073549220576,219.110672644,-1.343,66,C9H17NO5,0,0,0,15,219.235343731013,0.21875,6
Row143,OC/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,C20H30O,3.55,56.00579,0,0,51,32.79621,21,428,2181.01,337.727625713896,1,1,10,10,0.461538461538462,11,1,20.23,5.39231742277876,286.229665580001,6.158,98,C20H30O,0,0,0,21,286.452345478103,0.196078431372549,5
Row144,O=c1[nH]c(nc2c1nc(cn2)CNc3ccc(C(=O)N[C@H](C(=O)O)CCC(=O)O)cc3)N,C19H19N7O6,2.12,58.621067,16,17,51,29.882933,34,986,1817.13,379.028426441602,11,6,8,12,0.473684210526316,12,2,213.28,6.08746284125034,441.139681328,-3.096,162,C19H19N7O6,0,0,0,32,441.39820837633,0.0784313725490196,9
Row145,S1[C@H]([C@H]2NC(=O)N[C@H]2C1)CCCCC(=O)O,C10H16N2O3S,1.9,35.774688,0,0,32,23.007312,17,263,849.06,218.403694731884,5,3,6,4,0.5,6,0,103.73,5.08746284125034,244.088163372,0.463,80,C10H16N2O3S,0,0,0,16,244.312117218911,0.25,5
Row146,S(=O)(=O)(OCCCCCCCCCCCC)[O-].[Na+],C12H25O4NaS,2.12,67.497825,0,0,43,36.680175,16,1935228896,1375.06,#NUM!,4,0,15,5,0.999000000999,14,1,74.81,5,288.137124560001,4.106,68,C12H25NaO4S,0,1,-1,18,288.380823590416,0.27906976744186,12
Row147,O=C(O)C(O)(CC(=O)O)CC(=O)O,C6H8O7,1.35,21.508344,0,0,21,11.619656,12,108,244.07,165.954577257528,7,4,7,3,0.5,9,0,132.13,4.58496250072116,192.027002596,-2.247,58,C6H8O7,0,0,0,13,192.12377590432,0.142857142857143,5
Row148,C12=C3C=4C=5C=6C7=C8C9=C%10C%11=C7C5C%12=C%13C4C1=C%14C=%15C%16=C%17C%18=C%19C%20=C%16C%14=C%13C%21=C%20C%22=C(C%11=C%12%21)C%10=C%23C%24=C9C=%25C8=C%26C6C3=C%27C%26=C%28C%25C=%29C=%30C%28=C%31C%27=C2C%15C%31=C%17C%30C%18=C(C%29%24)C%23=C%19%22,C60,8.06,105.6,0,0,60,0,90,1620,4560,246.271555504003,0,0,0,60,0,0,2,#NUM!,7.49185309632968,720,13.44,540,C60,0,0,0,60,720.64415380728,0,0
Row149,O=C(N)C=C,C3H5NO,1.57,10.515965,0,0,10,5.764035,4,19,61.02,74.9584820855279,2,1,4,5,0.333333333333333,1,0,43.09,3,71.03711378,-0.516,16,C3H5NO,0,0,0,5,71.0780195940984,0,1
Row150,O[C@H]([C@@H](O)[C@H](O)CO)C(O)CO,C6H14O6,1.46,24.707102,0,0,26,15.304898,11,114,493.06,165.073726659367,6,6,8,0,0.428571428571429,11,1,121.38,4.4594316186373,182.079038168,-3.896,50,C6H14O6,0,0,0,12,182.172015499705,0.230769230769231,5
Row151,O1[C@H](O)[C@H](O)[C@@H](O)[C@H]([C@H]1CO)O,C6H12O6,1.46,23.373516,0,0,24,15.034484,12,108,444.06,152.717267958567,6,5,2,0,0.333333333333333,6,0,110.38,4.58496250072116,180.063388104,-1.697,58,C6H12O6,0,0,0,12,180.156133992054,0.25,1
Row152,Cl(=O)(=O)(=O)[O-].[NH4+],H4NO4Cl,0.8,9.155172,0,0,10,7.244828,4,-589934600,34.06,78.4816521824444,4,1,3,4,0.999000000999,1,0,74.27,3,116.982885288,-0.685,20,ClH4NO4,0,1,-1,6,117.489023510801,0,0
Row153,Cl(=O)(=O)(=O)O,HO4Cl,0.91,6.054793,0,0,6,5.647207,4,12,5.05,58.9284332734777,4,1,3,5,0.5,1,0,71.44,3,99.956336192,-0.685,20,ClHO4,0,0,0,5,100.458498042287,0,0
Row154,[Hg](C#[N+][O-])C#[N+][O-],C2N2O2Hg,1.13,13.024,0,0,7,9.796,6,54,6.05,#NUM!,0,0,7,3,0.5,0,0,54.84,3.58496250072116,285.96662024,0.47,22,C2HgN2O2,0,2,-2,7,284.632854680587,0,0
Row155,OCC(CO)(CO)CO,C5H12O4,1.57,20.009516,0,0,21,13.118484,8,48,328.04,130.197288632378,4,4,5,0,0.5,8,0,80.92,4,136.073558864,-2.422,36,C5H12O4,0,0,0,9,136.146588240127,0.238095238095238,4
Row156,O=[N+]([O-])N(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])C,C7H5N5O8,0.8,27.569965,6,6,25,11.150035,20,230,245.13,213.222296120789,1,0,4,19,0.5,10,0,175.8,5.32192809488736,287.01381212,1.319,98,C7H5N5O8,0,4,-4,20,287.14361050238,0.04,5
Row157,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN(C1)[N+](=O)[O-],C4H8N8O8,0.14,27.590344,0,0,28,16.409656,20,260,404.16,213.133998970089,4,0,3,4,0.375,8,0,185.52,5.32192809488736,296.046509216,0.932,96,C4H8N8O8,0,4,-4,20,296.155334694601,0.142857142857143,4
Row158,O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,C18H27NO3,3,53.189411,6,6,49,33.050589,22,515,1939.04,320.812870071451,2,2,11,8,0.466666666666667,13,0,58.56,5.4594316186373,305.199093724001,4.316,98,C18H27NO3,0,0,0,22,305.412564485224,0.183673469387755,9
Row159,O=C(O)C(CCC)CCC,C8H16O2,2.12,26.352688,0,0,26,18.449312,9,79,535.02,161.868330408056,2,1,7,3,0.5,8,0,37.3,4.16992500144231,144.115029752,2.742,38,C8H16O2,0,0,0,10,144.211749090655,0.269230769230769,5
Row160,[Na]O,HONa,1.24,25.068793,0,0,3,22.933207,1,2,2.02,#NUM!,1,1,2,0,0,1,0,20.23,1,39.992508932,-0.467,2,HNaO,0,0,0,2,39.9971149613952,0,0
Row161,O=C(O)[C@@H](N)Cc1c2c(cccc2)[nH]c1,C11H12N2O2,2.23,31.165516,9,10,27,14.076484,16,195,574.04,178.691052497189,3,3,4,9,0.5,5,0,79.11,5,204.089877624,-1.271,76,C11H12N2O2,0,0,0,15,204.225600179788,0.0740740740740741,3
Row162,O=C(O)CCC(=O)NN(C)C,C6H12N2O3,1.57,23.167516,0,0,23,16.354484,10,109,374.05,155.423649572417,5,2,8,4,0.428571428571429,7,0,69.64,4.32192809488736,160.084792244,-1.139,44,C6H12N2O3,0,0,0,11,160.171325623418,0.173913043478261,4
Row163,O=c1[nH]c(=O)c(C)c[nH]1,C5H6N2O2,1.57,16.604758,6,6,15,9.795242,9,67,153.04,114.344520844389,0,2,0,8,0.4,1,0,65.72,4.16992500144231,126.042927432,0.047,42,C5H6N2O2,0,0,0,9,126.113540276106,0.0666666666666667,0
Row164,[H][H],H2,1.46,1.333586,0,0,2,0,0,2,1,8.5564587008,0,0,0,0,0,0,0,0,0,2.015650064,0,0,H2,0,0,0,0,2.01588150765158,0,0
Row165,n1c2c(cc3c1cccc3)cccc2,C13H9N,2.78,29.981137,14,16,23,11.158863,16,180,443.01,156.176432037234,1,0,0,14,0.428571428571429,0,0,12.89,5,179.073499288,3.48,76,C13H9N,0,0,0,14,179.217736649712,0,0
Row166,S(CCC(N)C(=O)O)C,C5H11NO2S,1.57,21.738723,0,0,20,14.603277,8,74,289.04,139.486160796222,3,2,7,3,0.5,7,0,88.62,4,149.051049592,-1.853,34,C5H11NO2S,0,0,0,9,149.212625831237,0.2,4
Row167,O=C(O[C@H]1[C@@]2(O)[C@@H](OC)[C@H](O)[C@]3([C@@H]1[C@H]([C@]45[C@@H](OC)C[C@@H](O)[C@@]6([C@H]4[C@H]([C@H]3C5N(C6)CC)OC)COC)C2)OC(=O)C)c7ccccc7,C34H47NO11,3.88,101.101271,6,6,93,66.772729,52,1067,7731.12,593.731685485006,12,3,3,9,0.5,20,3,153.45,6.70043971814109,645.314911324001,0.491,274,C34H47NO11,0,0,0,46,645.738393330903,0.279569892473118,11
Row168,O=C(OC1[C@@]2(O)[C@@H](OC)[C@H](O)[C@]3([C@@H]1[C@H]([C@]45[C@@H](OC)C[C@@H](O)[C@@]6(C4[C@H]([C@@H]3[C@H]5N(C6)C)OC)COC)C2)OC(=O)C)c7ccccc7,C33H45NO11,3.77,98.0076849999999,6,6,90,64.586315,51,1042,7236.12,576.43570085914,12,3,3,9,0.5,19,2,153.45,6.6724253419715,631.299261260001,0.0679999999999993,270,C33H45NO11,0,0,0,45,631.711775926464,0.277777777777778,10
Row169,[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,C10H10Fe,2.45,32.66793,10,10,21,10.93207,10,-1474836500,290.01,#NUM!,0,0,0,5,0.999000000999,0,0,0,4.32192809488736,186.01318782,4.518,40,C10H10Fe,0,2,-2,11,186.031912129665,0,0
Row170,C=1C=CCC1,C5H6,2.01,12.800758,0,0,11,6.559242,5,20,101,77.4070057277335,0,0,0,4,0,0,0,0,3.32192809488736,66.046950192,2.074,20,C5H6,0,0,0,5,66.1013240068947,0.0909090909090909,0
Row171,O1c2c(c(O)cc(c2)CCCCC)[C@@H]3C=C(C)CC[C@H]3C1(C)C,C21H30O2,3.55,58.56779,6,6,53,34.71221,25,447,2519.02,330.837378339524,0,1,5,8,0.5,9,1,29.46,5.64385618977472,314.224580200001,6.475,124,C21H30O2,0,0,0,23,314.462486302461,0.245283018867925,4
Row172,S(=O)(=O)(O)CCN,C2H7NO3S,1.13,14.593551,0,0,14,13.468449,6,38,127.05,99.0248923199833,4,2,5,4,0.5,4,0,88.77,3.58496250072116,125.014664084,-1.678,28,C2H7NO3S,0,0,0,7,125.148060053139,0.142857142857143,2
Row173,O=CC[C@H](O)[C@H](O)CO,C5H10O4,1.57,18.67593,0,0,19,11.89007,8,70,252.04,127.560829931578,4,3,7,2,0.5,7,0,77.76,4,134.0579088,-1.889,34,C5H10O4,0,0,0,9,134.130706732476,0.210526315789474,4
Row174,O=C[C@H](O)[C@H](O)[C@H](O)CO,C5H10O5,1.46,19.47793,0,0,20,11.89007,9,79,271.05,136.351056632139,5,4,7,2,0.5,8,0,97.99,4.16992500144231,150.05282342,-2.653,40,C5H10O5,0,0,0,10,150.130111660045,0.2,4
Row175,[Na+].O=C([O-])[C@@H](N)CCC(=O)O,C5H8NO4Na,1.35,42.042344,0,0,19,10.959656,9,820130798,179.06,#NUM!,5,2,7,3,0.999000000999,7,0,103.45,4.16992500144231,169.035102016,-3.83,40,C5H8NNaO4,0,1,-1,11,169.11129771186,0.157894736842105,4
Row176,O=C(NCCCC[C@H](N)C(=O)O)[C@@H]1N=CC[C@H]1C,C12H21N3O3,2.12,40.828653,0,0,39,26.193347,18,322,1215.06,255.203400134184,6,3,10,3,0.454545454545455,10,0,104.78,5.16992500144231,255.158291532,-2.529,82,C12H21N3O3,0,0,0,18,255.313910995614,0.230769230769231,7
Row177,Cl.O=[N+](O)[O-],H2NO3Cl,0.91,7.019586,0,0,7,2.542414,3,1705032698,5.05,67.0549667810833,0,1,3,4,0.999000000999,2,0,63.37,2.58496250072116,98.972320604,0.37,12,ClH2NO3,0,1,-1,5,99.4737370755798,0,0
Row178,O=c1n(c(=O)c2[nH]cnc2n1C)C,C7H8N4O2,1.57,23.658344,9,10,21,16.601656,14,122,328.06,145.037093110856,1,1,0,11,0.2,2,0,72.68,4.8073549220576,180.064725496,1.677,70,C7H8N4O2,0,0,0,13,180.164299991405,0.0952380952380952,0
Row179,O=C(O)[C@@H](N)C,C3H7NO2,1.46,12.651551,0,0,13,7.950449,5,24,114.03,86.385167486889,3,2,4,3,0.333333333333333,4,0,63.32,3.32192809488736,89.047678464,-2.824,22,C3H7NO2,0,0,0,6,89.0933060293193,0.153846153846154,1
